wine_id,wine_name,wine_url,keywords,total_user_count
1135215,Sauternes (Premier Grand Cru Classé),https://www.douchywebshop.com/wijnen/witte-wijnen/chateau-rieussec-sauternes-2009,cream,126
16414,Paleo Rosso,https://www.wijnig.nl/le-macchiole-paleo-2018.html,coffee,124
1108737,Pomerol,http://www.vivino.com/wines/6987412,coffee,124
1652,Tignanello,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10ANTI89B,toast,122
7073,Papillon,https://hermanwines.com/products/papillon-orin-swift-2019-r-1-5l,coffee,122
89753,Valpolicella Superiore Monte Lodoletta,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1900360,coffee,122
10922,Hermitage La Chapelle Rouge,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70JAHC06B,coffee,120
11001,Castillo Ygay Gran Reserva Especial Tinto,https://www.wijnig.nl/marques-de-murrieta-castillo-ygay-gran-reserva-esp.html,coffee,120
1107336,ARTEMIS Cabernet Sauvignon,https://www.wereldwijnonline.be/stags-leap-artemis-cabernet-sauvignon-usa-rode-wij.html,toast,120
1911534,Opus One,http://www.vivino.com/wines/159338935,cream,119
15617,Blanc de Blancs Brut Champagne Grand Cru,https://www.grandcruwijnen.nl/champagne-billecart-salmon-blanc-de-blancs-grand-cru,cream,118
24139,Puligny-Montrachet,https://www.baetenvinopolis.be/nl/shop/frankrijk/bourgogne/joseph-drouhin/wit/joseph-drouhin-puligny-montrachet,citrus,118
74360,Baron de L Pouilly-Fumé,https://www.wijnig.nl/de-ladoucette-baron-de-l-pouilly-fume-2019.html,citrus,118
77171,Ribera del Duero,https://www.labuenavida.be/spaanse-wijn/alion/alion/4712,toast,118
1127349,Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40SASA02NDB,cream,118
1789271,5 Puttonyos Aszú (Blue Label),https://www.seulementproduitsitaliens.be/eccellenze_internazionali/royal-tokaji/18051-royal-tokaji-5-puttonyos-aszu.html?codice=GHL199,citrus,118
77172,Toro,https://www.labuenavida.be/spaanse-wijn/pintia/pintia/4726,toast,116
82779,Corton-Charlemagne Grand Cru,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BMCC14B,toast,114
1173806,Capellanía Reserva,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/marques-de-murrieta/15837-marques-de-murrieta-cappellania-blanco-reserva.html?codice=SGN116-2017,toast,114
2355320,Fusion V,https://joyvino.be/products/de-toren-fusion-v-2018,coffee,114
74300,Blanc de Blancs Brut Champagne (Vintage),https://www.seulementproduitsitaliens.be/eccellenze_internazionali/louis-roederer/12025-louis-roederer-blanc-de-blancs-brut-champagne-.html?codice=SGN115,toast,112
79631,Vintage,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40KRCH08BC,coffee,112
5725324,TD9,https://www.grandcruwijnen.nl/2018-shafer-vineyards-napa-valley-td-10,coffee,112
79836,La Grande Dame Brut Champagne,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40VCGD08MC,green apple,111
7273,Corton-Charlemagne Grand Cru,https://www.vino.com/fr/dettaglio/corton-charlemagne-grand-cru-aoc-louis-latour-2020.html?utm_medium=aggregatore&utm_source=vivino&utm_term=louislatourcortoncharlemagnegrandcru2020&utm_country=be&st=be&cr=eur,cream,110
1911534,Opus One,http://www.vivino.com/wines/159338935,toast,110
1167182,MV,https://www.vinetiq.eu/nl-be/onze-wijnen/frankrijk/champagne/ay/champagne-henri-giraud-mv-2016-millesime-grand-cru-half-wooden-case.html,cream,109
